producto,precioFinal,fechaPublicacion
Gasolina RON 91,555.0,2020-07-01
Gasolina RON 91 pescadores,0.0,2020-07-01
Diésel para uso automotriz de 50 ppm de azufre,421.0,2020-07-01
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2020-07-01
Diésel marino,0.0,2020-07-01
Keroseno ,332.0,2020-07-01
Búnker    ,0.0,2020-07-01
Búnker Térmico ICE,0.0,2020-07-01
IFO 380   ,0.0,2020-07-01
Asfalto ,0.0,2020-07-01
Asfalto AC-10,0.0,2020-07-01
Diésel pesado o gasoleo,0.0,2020-07-01
Emulsión asfáltica rápida (RR),0.0,2020-07-01
Emulsión asfáltica lenta (RL),0.0,2020-07-01
LPG (70-30),246.26047,2020-07-01
LPG (rico en propano),0.0,2020-07-01
Av-Gas          ,763.0,2020-07-01
Jet fuel A-1,390.0,2020-07-01
Nafta Pesada    ,0.0,2020-07-01
Gasolina RON 95 ,580.0,2020-05-27
Gasolina RON 91,555.0,2020-05-27
Gasolina RON 91 pescadores,0.0,2020-05-27
Diésel para uso automotriz de 50 ppm de azufre,358.0,2020-05-27
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2020-05-27
Diésel marino,0.0,2020-05-27
Keroseno ,272.0,2020-05-27
Búnker    ,0.0,2020-05-27
Búnker Térmico ICE,0.0,2020-05-27
IFO 380   ,0.0,2020-05-27
Asfalto ,0.0,2020-05-27
Asfalto AC-10,0.0,2020-05-27
Diésel pesado o gasoleo,0.0,2020-05-27
Emulsión asfáltica rápida (RR),0.0,2020-05-27
Emulsión asfáltica lenta (RL),0.0,2020-05-27
LPG (70-30),216.91719,2020-05-27
LPG (rico en propano),0.0,2020-05-27
Av-Gas          ,652.0,2020-05-27
Jet fuel A-1,317.0,2020-05-27
Nafta Pesada    ,0.0,2020-05-27
Gasolina RON 95 ,580.0,2020-05-07
Gasolina RON 91,555.0,2020-05-07
Gasolina RON 91 pescadores,0.0,2020-05-07
Diésel para uso automotriz de 50 ppm de azufre,400.0,2020-05-07
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2020-05-07
Diésel marino,0.0,2020-05-07
Keroseno ,300.0,2020-05-07
Búnker    ,0.0,2020-05-07
Búnker Térmico ICE,0.0,2020-05-07
IFO 380   ,0.0,2020-05-07
Asfalto ,0.0,2020-05-07
Asfalto AC-10,0.0,2020-05-07
Diésel pesado o gasoleo,0.0,2020-05-07
Emulsión asfáltica rápida (RR),0.0,2020-05-07
Emulsión asfáltica lenta (RL),0.0,2020-05-07
LPG (70-30),0.0,2020-05-07
LPG (rico en propano),0.0,2020-05-07
Av-Gas          ,645.0,2020-05-07
Jet fuel A-1,346.0,2020-05-07
Nafta Pesada    ,0.0,2020-05-07
Gasolina RON 95 ,580.0,2020-04-27
Gasolina RON 91,555.0,2020-04-27
Gasolina RON 91 pescadores,0.0,2020-04-27
Diésel para uso automotriz de 50 ppm de azufre,399.0,2020-04-27
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2020-04-27
Diésel marino,0.0,2020-04-27
Keroseno ,300.0,2020-04-27
Búnker    ,0.0,2020-04-27
Búnker Térmico ICE,0.0,2020-04-27
IFO 380   ,0.0,2020-04-27
Asfalto ,0.0,2020-04-27
Asfalto AC-10,0.0,2020-04-27
Diésel pesado o gasoleo,0.0,2020-04-27
Emulsión asfáltica rápida (RR),0.0,2020-04-27
Emulsión asfáltica lenta (RL),0.0,2020-04-27
LPG (70-30),0.0,2020-04-27
LPG (rico en propano),0.0,2020-04-27
Av-Gas          ,644.0,2020-04-27
Jet fuel A-1,345.0,2020-04-27
Nafta Pesada    ,0.0,2020-04-27
Gasolina RON 95 ,580.0,2020-03-27
Gasolina RON 91,555.0,2020-03-27
Gasolina RON 91 pescadores,0.0,2020-03-27
Diésel para uso automotriz de 50 ppm de azufre,464.0,2020-03-27
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2020-03-27
Diésel marino,0.0,2020-03-27
Keroseno ,378.0,2020-03-27
Búnker    ,0.0,2020-03-27
Búnker Térmico ICE,0.0,2020-03-27
IFO 380   ,0.0,2020-03-27
Asfalto ,0.0,2020-03-27
Asfalto AC-10,0.0,2020-03-27
Diésel pesado o gasoleo,0.0,2020-03-27
Emulsión asfáltica rápida (RR),0.0,2020-03-27
Emulsión asfáltica lenta (RL),0.0,2020-03-27
LPG (70-30),227.15039,2020-03-27
LPG (rico en propano),0.0,2020-03-27
Av-Gas          ,891.0,2020-03-27
Jet fuel A-1,439.0,2020-03-27
Nafta Pesada    ,0.0,2020-03-27
Gasolina RON 95 ,606.0,2020-03-04
Gasolina RON 91,583.0,2020-03-04
Diésel para uso automotriz de 50 ppm de azufre,498.0,2020-03-04
Keroseno ,418.0,2020-03-04
LPG (70-30),237.8989,2020-03-04
Av-Gas          ,898.0,2020-03-04
Jet fuel A-1,479.0,2020-03-04
Gasolina RON 95 ,645.0,2020-03-04
Gasolina RON 91,623.0,2020-03-04
Gasolina RON 91 pescadores,0.0,2020-03-04
Diésel para uso automotriz de 50 ppm de azufre,561.0,2020-03-04
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2020-03-04
Diésel marino,0.0,2020-03-04
Keroseno ,484.0,2020-03-04
Búnker    ,0.0,2020-03-04
Búnker Térmico ICE,0.0,2020-03-04
IFO 380   ,0.0,2020-03-04
Asfalto ,0.0,2020-03-04
Asfalto AC-10,0.0,2020-03-04
Diésel pesado o gasoleo,0.0,2020-03-04
Emulsión asfáltica rápida (RR),0.0,2020-03-04
Emulsión asfáltica lenta (RL),0.0,2020-03-04
LPG (70-30),0.0,2020-03-04
LPG (rico en propano),0.0,2020-03-04
Av-Gas          ,929.0,2020-03-04
Jet fuel A-1,553.0,2020-03-04
Nafta Pesada    ,0.0,2020-03-04
Gasolina RON 95 ,645.0,2020-01-31
Gasolina RON 91,623.0,2020-01-31
Gasolina RON 91 pescadores,0.0,2020-01-31
Diésel para uso automotriz de 50 ppm de azufre,561.0,2020-01-31
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2020-01-31
Diésel marino,0.0,2020-01-31
Keroseno ,484.0,2020-01-31
Búnker    ,0.0,2020-01-31
Búnker Térmico ICE,0.0,2020-01-31
IFO 380   ,0.0,2020-01-31
Asfalto ,0.0,2020-01-31
Asfalto AC-10,0.0,2020-01-31
Diésel pesado o gasoleo,0.0,2020-01-31
Emulsión asfáltica rápida (RR),0.0,2020-01-31
Emulsión asfáltica lenta (RL),0.0,2020-01-31
LPG (70-30),245.90291,2020-01-31
LPG (rico en propano),0.0,2020-01-31
Av-Gas          ,929.0,2020-01-31
Jet fuel A-1,553.0,2020-01-31
Nafta Pesada    ,0.0,2020-01-31
Gasolina RON 95 ,624.0,2020-01-13
Gasolina RON 91,604.0,2020-01-13
Gasolina RON 91 pescadores,0.0,2020-01-13
Diésel para uso automotriz de 50 ppm de azufre,543.0,2020-01-13
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2020-01-13
Diésel marino,0.0,2020-01-13
Keroseno ,465.0,2020-01-13
Búnker    ,0.0,2020-01-13
Búnker Térmico ICE,0.0,2020-01-13
IFO 380   ,0.0,2020-01-13
Asfalto ,0.0,2020-01-13
Asfalto AC-10,0.0,2020-01-13
Diésel pesado o gasoleo,0.0,2020-01-13
Emulsión asfáltica rápida (RR),0.0,2020-01-13
Emulsión asfáltica lenta (RL),0.0,2020-01-13
LPG (70-30),256.13841,2020-01-13
LPG (rico en propano),0.0,2020-01-13
Av-Gas          ,921.0,2020-01-13
Jet fuel A-1,533.0,2020-01-13
Nafta Pesada    ,0.0,2020-01-13
Gasolina RON 95 ,638.0,2019-12-19
Gasolina RON 91,623.0,2019-12-19
Diésel para uso automotriz de 50 ppm de azufre,552.0,2019-12-19
Keroseno ,473.0,2019-12-19
LPG (70-30),252.98438,2019-12-19
Gasolina RON 95 ,634.0,2019-12-19
Gasolina RON 91,618.0,2019-12-19
Gasolina RON 91 pescadores,0.0,2019-12-19
Diésel para uso automotriz de 50 ppm de azufre,548.0,2019-12-19
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-12-19
Diésel marino,0.0,2019-12-19
Keroseno ,469.0,2019-12-19
Búnker    ,0.0,2019-12-19
Búnker Térmico ICE,0.0,2019-12-19
IFO 380   ,0.0,2019-12-19
Asfalto ,0.0,2019-12-19
Asfalto AC-10,0.0,2019-12-19
Diésel pesado o gasoleo,0.0,2019-12-19
Emulsión asfáltica rápida (RR),0.0,2019-12-19
Emulsión asfáltica lenta (RL),0.0,2019-12-19
LPG (70-30),0.0,2019-12-19
LPG (rico en propano),0.0,2019-12-19
Av-Gas          ,910.0,2019-12-19
Jet fuel A-1,541.0,2019-12-19
Nafta Pesada    ,0.0,2019-12-19
Gasolina RON 95 ,634.0,2019-11-27
Gasolina RON 91,618.0,2019-11-27
Gasolina RON 91 pescadores,0.0,2019-11-27
Diésel para uso automotriz de 50 ppm de azufre,547.0,2019-11-27
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-11-27
Diésel marino,0.0,2019-11-27
Keroseno ,468.0,2019-11-27
Búnker    ,0.0,2019-11-27
Búnker Térmico ICE,0.0,2019-11-27
IFO 380   ,0.0,2019-11-27
Asfalto ,0.0,2019-11-27
Asfalto AC-10,0.0,2019-11-27
Diésel pesado o gasoleo,0.0,2019-11-27
Emulsión asfáltica rápida (RR),0.0,2019-11-27
Emulsión asfáltica lenta (RL),0.0,2019-11-27
LPG (70-30),248.96027,2019-11-27
LPG (rico en propano),0.0,2019-11-27
Av-Gas          ,910.0,2019-11-27
Jet fuel A-1,541.0,2019-11-27
Nafta Pesada    ,0.0,2019-11-27
Gasolina RON 95 ,635.0,2019-11-08
Gasolina RON 91,617.0,2019-11-08
Gasolina RON 91 pescadores,0.0,2019-11-08
Diésel para uso automotriz de 50 ppm de azufre,552.0,2019-11-08
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-11-08
Diésel marino,0.0,2019-11-08
Keroseno ,471.0,2019-11-08
Búnker    ,0.0,2019-11-08
Búnker Térmico ICE,0.0,2019-11-08
IFO 380   ,0.0,2019-11-08
Asfalto ,0.0,2019-11-08
Asfalto AC-10,0.0,2019-11-08
Diésel pesado o gasoleo,0.0,2019-11-08
Emulsión asfáltica rápida (RR),0.0,2019-11-08
Emulsión asfáltica lenta (RL),0.0,2019-11-08
LPG (70-30),240.31089,2019-11-08
LPG (rico en propano),0.0,2019-11-08
Av-Gas          ,924.0,2019-11-08
Jet fuel A-1,544.0,2019-11-08
Nafta Pesada    ,0.0,2019-11-08
Gasolina RON 95 ,634.0,2019-11-04
Gasolina RON 91,616.0,2019-11-04
Gasolina RON 91 pescadores,0.0,2019-11-04
Diésel para uso automotriz de 50 ppm de azufre,551.0,2019-11-04
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-11-04
Diésel marino,0.0,2019-11-04
Keroseno ,470.0,2019-11-04
Búnker    ,0.0,2019-11-04
Búnker Térmico ICE,0.0,2019-11-04
IFO 380   ,0.0,2019-11-04
Asfalto ,0.0,2019-11-04
Asfalto AC-10,0.0,2019-11-04
Diésel pesado o gasoleo,0.0,2019-11-04
Emulsión asfáltica rápida (RR),0.0,2019-11-04
Emulsión asfáltica lenta (RL),0.0,2019-11-04
LPG (70-30),240.06089,2019-11-04
LPG (rico en propano),0.0,2019-11-04
Av-Gas          ,923.0,2019-11-04
Jet fuel A-1,543.0,2019-11-04
Nafta Pesada    ,0.0,2019-11-04
Gasolina RON 95 ,616.0,2019-10-02
Gasolina RON 91,597.0,2019-10-02
Gasolina RON 91 pescadores,0.0,2019-10-02
Diésel para uso automotriz de 50 ppm de azufre,533.0,2019-10-02
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-10-02
Diésel marino,0.0,2019-10-02
Keroseno ,459.0,2019-10-02
Búnker    ,0.0,2019-10-02
Búnker Térmico ICE,0.0,2019-10-02
IFO 380   ,0.0,2019-10-02
Asfalto ,0.0,2019-10-02
Asfalto AC-10,0.0,2019-10-02
Diésel pesado o gasoleo,0.0,2019-10-02
Emulsión asfáltica rápida (RR),0.0,2019-10-02
Emulsión asfáltica lenta (RL),0.0,2019-10-02
LPG (70-30),233.18882,2019-10-02
LPG (rico en propano),0.0,2019-10-02
Av-Gas          ,991.0,2019-10-02
Jet fuel A-1,524.0,2019-10-02
Nafta Pesada    ,0.0,2019-10-02
Gasolina RON 95 ,632.0,2019-08-28
Gasolina RON 91,609.0,2019-08-28
Gasolina RON 91 pescadores,0.0,2019-08-28
Diésel para uso automotriz de 50 ppm de azufre,526.0,2019-08-28
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-08-28
Diésel marino,0.0,2019-08-28
Keroseno ,461.0,2019-08-28
Búnker    ,0.0,2019-08-28
Búnker Térmico ICE,0.0,2019-08-28
IFO 380   ,0.0,2019-08-28
Asfalto ,0.0,2019-08-28
Diésel pesado o gasoleo,0.0,2019-08-28
Emulsión asfáltica rápida (RR),0.0,2019-08-28
Emulsión asfáltica lenta (RL),0.0,2019-08-28
LPG (70-30),233.04338,2019-08-28
LPG (rico en propano),0.0,2019-08-28
Av-Gas          ,1018.0,2019-08-28
Jet fuel A-1,526.0,2019-08-28
Nafta Pesada    ,0.0,2019-08-28
Gasolina RON 95 ,692.0,2019-08-13
Gasolina RON 91,666.0,2019-08-13
Gasolina RON 91 pescadores,0.0,2019-08-13
Diésel para uso automotriz de 50 ppm de azufre,543.0,2019-08-13
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-08-13
Diésel marino,0.0,2019-08-13
Keroseno ,479.0,2019-08-13
Búnker    ,0.0,2019-08-13
Búnker Térmico ICE,0.0,2019-08-13
IFO 380   ,0.0,2019-08-13
Asfalto ,0.0,2019-08-13
Diésel pesado o gasoleo,0.0,2019-08-13
Emulsión asfáltica rápida (RR),0.0,2019-08-13
Emulsión asfáltica lenta (RL),0.0,2019-08-13
LPG (70-30),235.66593,2019-08-13
LPG (rico en propano),0.0,2019-08-13
Av-Gas          ,1038.0,2019-08-13
Jet fuel A-1,547.0,2019-08-13
Nafta Pesada    ,0.0,2019-08-13
Gasolina RON 95 ,689.0,2019-08-05
Gasolina RON 91,663.0,2019-08-05
Gasolina RON 91 pescadores,0.0,2019-08-05
Diésel para uso automotriz de 50 ppm de azufre,542.0,2019-08-05
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-08-05
Diésel marino,0.0,2019-08-05
Keroseno ,478.0,2019-08-05
Búnker    ,0.0,2019-08-05
Búnker Térmico ICE,0.0,2019-08-05
IFO 380   ,0.0,2019-08-05
Asfalto ,0.0,2019-08-05
Diésel pesado o gasoleo,0.0,2019-08-05
Emulsión asfáltica rápida (RR),0.0,2019-08-05
Emulsión asfáltica lenta (RL),0.0,2019-08-05
LPG (70-30),235.16593,2019-08-05
LPG (rico en propano),0.0,2019-08-05
Av-Gas          ,1035.0,2019-08-05
Jet fuel A-1,546.0,2019-08-05
Nafta Pesada    ,0.0,2019-08-05
Gasolina RON 95 ,658.0,2019-07-18
Gasolina RON 91,637.0,2019-07-18
Gasolina RON 91 pescadores,0.0,2019-07-18
Diésel para uso automotriz de 50 ppm de azufre,528.0,2019-07-18
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-07-18
Diésel marino,0.0,2019-07-18
Keroseno ,460.0,2019-07-18
Búnker    ,0.0,2019-07-18
Búnker Térmico ICE,0.0,2019-07-18
IFO 380   ,0.0,2019-07-18
Asfalto ,0.0,2019-07-18
Diésel pesado o gasoleo,0.0,2019-07-18
Emulsión asfáltica rápida (RR),0.0,2019-07-18
Emulsión asfáltica lenta (RL),0.0,2019-07-18
LPG (70-30),234.44628,2019-07-18
LPG (rico en propano),0.0,2019-07-18
Av-Gas          ,1020.0,2019-07-18
Jet fuel A-1,527.0,2019-07-18
Nafta Pesada    ,0.0,2019-07-18
Gasolina RON 95 ,659.0,2019-07-03
Gasolina RON 91,638.0,2019-07-03
Gasolina RON 91 pescadores,0.0,2019-07-03
Diésel para uso automotriz de 50 ppm de azufre,527.0,2019-07-03
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-07-03
Diésel marino,0.0,2019-07-03
Keroseno ,463.0,2019-07-03
Búnker    ,0.0,2019-07-03
Búnker Térmico ICE,0.0,2019-07-03
IFO 380   ,0.0,2019-07-03
Asfalto ,0.0,2019-07-03
Diésel pesado o gasoleo,0.0,2019-07-03
Emulsión asfáltica rápida (RR),0.0,2019-07-03
Emulsión asfáltica lenta (RL),0.0,2019-07-03
LPG (70-30),234.44628,2019-07-03
LPG (rico en propano),0.0,2019-07-03
Av-Gas          ,1014.0,2019-07-03
Jet fuel A-1,531.0,2019-07-03
Nafta Pesada    ,0.0,2019-07-03
Gasolina RON 95 ,684.0,2019-06-12
Gasolina RON 91,665.0,2019-06-12
Gasolina RON 91 pescadores,0.0,2019-06-12
Diésel para uso automotriz de 50 ppm de azufre,571.0,2019-06-12
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-06-12
Diésel marino,0.0,2019-06-12
Keroseno ,498.0,2019-06-12
Búnker    ,0.0,2019-06-12
Búnker Térmico ICE,0.0,2019-06-12
IFO 380   ,0.0,2019-06-12
Asfalto ,0.0,2019-06-12
Diésel pesado o gasoleo,0.0,2019-06-12
Emulsión asfáltica rápida (RR),0.0,2019-06-12
Emulsión asfáltica lenta (RL),0.0,2019-06-12
LPG (70-30),267.26471,2019-06-12
LPG (rico en propano),0.0,2019-06-12
Av-Gas          ,977.0,2019-06-12
Jet fuel A-1,567.0,2019-06-12
Nafta Pesada    ,0.0,2019-06-12
Gasolina RON 95 ,691.0,2019-05-03
Gasolina RON 91,669.0,2019-05-03
Gasolina RON 91 pescadores,0.0,2019-05-03
Diésel para uso automotriz de 50 ppm de azufre,568.0,2019-05-03
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-05-03
Diésel marino,0.0,2019-05-03
Keroseno ,494.0,2019-05-03
Búnker    ,0.0,2019-05-03
Búnker Térmico ICE,0.0,2019-05-03
IFO 380   ,0.0,2019-05-03
Asfalto ,0.0,2019-05-03
Diésel pesado o gasoleo,0.0,2019-05-03
Emulsión asfáltica rápida (RR),0.0,2019-05-03
Emulsión asfáltica lenta (RL),0.0,2019-05-03
LPG (70-30),274.72195,2019-05-03
LPG (rico en propano),0.0,2019-05-03
Av-Gas          ,986.0,2019-05-03
Jet fuel A-1,564.0,2019-05-03
Nafta Pesada    ,0.0,2019-05-03
Gasolina RON 95 ,618.0,2019-03-29
Gasolina RON 91,602.0,2019-03-29
Gasolina RON 91 pescadores,0.0,2019-03-29
Diésel para uso automotriz de 50 ppm de azufre,542.0,2019-03-29
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-03-29
Diésel marino,0.0,2019-03-29
Keroseno ,490.0,2019-03-29
Búnker    ,0.0,2019-03-29
Búnker Térmico ICE,0.0,2019-03-29
IFO 380   ,0.0,2019-03-29
Asfalto ,0.0,2019-03-29
Diésel pesado o gasoleo,0.0,2019-03-29
Emulsión asfáltica rápida (RR),0.0,2019-03-29
Emulsión asfáltica lenta (RL),0.0,2019-03-29
LPG (70-30),287.0278,2019-03-29
LPG (rico en propano),0.0,2019-03-29
Av-Gas          ,910.0,2019-03-29
Jet fuel A-1,535.0,2019-03-29
Nafta Pesada    ,0.0,2019-03-29
Gasolina RON 95 ,581.0,2019-02-27
Gasolina RON 91,565.0,2019-02-27
Diésel para uso automotriz de 50 ppm de azufre,526.0,2019-02-27
Keroseno ,481.0,2019-02-27
LPG (70-30),286.5284,2019-02-27
Av-Gas          ,878.0,2019-02-27
Jet fuel A-1,526.0,2019-02-27
Gasolina RON 95 ,582.0,2019-02-27
Gasolina RON 91,568.0,2019-02-27
Gasolina RON 91 pescadores,0.0,2019-02-27
Diésel para uso automotriz de 50 ppm de azufre,525.0,2019-02-27
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-02-27
Diésel marino,0.0,2019-02-27
Keroseno ,460.0,2019-02-27
Búnker    ,0.0,2019-02-27
Búnker Térmico ICE,0.0,2019-02-27
IFO 380   ,0.0,2019-02-27
Asfalto ,0.0,2019-02-27
Diésel pesado o gasoleo,0.0,2019-02-27
Emulsión asfáltica rápida (RR),0.0,2019-02-27
Emulsión asfáltica lenta (RL),0.0,2019-02-27
LPG (70-30),0.0,2019-02-27
LPG (rico en propano),0.0,2019-02-27
Av-Gas          ,868.0,2019-02-27
Jet fuel A-1,530.0,2019-02-27
Nafta Pesada    ,0.0,2019-02-27
Gasolina RON 95 ,582.0,2019-02-07
Gasolina RON 91,568.0,2019-02-07
Gasolina RON 91 pescadores,0.0,2019-02-07
Diésel para uso automotriz de 50 ppm de azufre,525.0,2019-02-07
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-02-07
Diésel marino,0.0,2019-02-07
Keroseno ,460.0,2019-02-07
Búnker    ,0.0,2019-02-07
Búnker Térmico ICE,0.0,2019-02-07
IFO 380   ,0.0,2019-02-07
Asfalto ,0.0,2019-02-07
Diésel pesado o gasoleo,0.0,2019-02-07
Emulsión asfáltica rápida (RR),0.0,2019-02-07
Emulsión asfáltica lenta (RL),0.0,2019-02-07
LPG (70-30),277.19942,2019-02-07
LPG (rico en propano),0.0,2019-02-07
Av-Gas          ,868.0,2019-02-07
Jet fuel A-1,530.0,2019-02-07
Nafta Pesada    ,0.0,2019-02-07
Gasolina RON 95 ,580.0,2019-01-31
Gasolina RON 91,565.0,2019-01-31
Gasolina RON 91 pescadores,0.0,2019-01-31
Diésel para uso automotriz de 50 ppm de azufre,524.0,2019-01-31
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-01-31
Diésel marino,0.0,2019-01-31
Keroseno ,459.0,2019-01-31
Búnker    ,0.0,2019-01-31
Búnker Térmico ICE,0.0,2019-01-31
IFO 380   ,0.0,2019-01-31
Asfalto ,0.0,2019-01-31
Diésel pesado o gasoleo,0.0,2019-01-31
Emulsión asfáltica rápida (RR),0.0,2019-01-31
Emulsión asfáltica lenta (RL),0.0,2019-01-31
LPG (70-30),276.69942,2019-01-31
LPG (rico en propano),0.0,2019-01-31
Av-Gas          ,865.0,2019-01-31
Jet fuel A-1,528.0,2019-01-31
Nafta Pesada    ,0.0,2019-01-31
Gasolina RON 95 ,596.0,2019-01-09
Gasolina RON 91,581.0,2019-01-09
Gasolina RON 91 pescadores,0.0,2019-01-09
Diésel para uso automotriz de 50 ppm de azufre,534.0,2019-01-09
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2019-01-09
Diésel marino,0.0,2019-01-09
Keroseno ,465.0,2019-01-09
Búnker    ,0.0,2019-01-09
Búnker Térmico ICE,0.0,2019-01-09
IFO 380   ,0.0,2019-01-09
Asfalto ,0.0,2019-01-09
Diésel pesado o gasoleo,0.0,2019-01-09
Emulsión asfáltica rápida (RR),0.0,2019-01-09
Emulsión asfáltica lenta (RL),0.0,2019-01-09
LPG (70-30),286.06029,2019-01-09
LPG (rico en propano),0.0,2019-01-09
Av-Gas          ,891.0,2019-01-09
Jet fuel A-1,534.0,2019-01-09
Nafta Pesada    ,0.0,2019-01-09
Gasolina RON 95 ,637.0,2018-11-28
Gasolina RON 91,626.0,2018-11-28
Gasolina RON 91 pescadores,0.0,2018-11-28
Diésel para uso automotriz de 50 ppm de azufre,587.0,2018-11-28
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2018-11-28
Diésel marino,0.0,2018-11-28
Keroseno ,533.0,2018-11-28
Búnker    ,0.0,2018-11-28
Búnker Térmico ICE,0.0,2018-11-28
IFO 380   ,0.0,2018-11-28
Asfalto ,0.0,2018-11-28
Diésel pesado o gasoleo,0.0,2018-11-28
Emulsión asfáltica rápida (RR),0.0,2018-11-28
Emulsión asfáltica lenta (RL),0.0,2018-11-28
LPG (70-30),315.03882,2018-11-28
LPG (rico en propano),0.0,2018-11-28
Av-Gas          ,950.0,2018-11-28
Jet fuel A-1,599.0,2018-11-28
Nafta Pesada    ,0.0,2018-11-28
Gasolina RON 95 ,694.0,2018-11-13
Gasolina RON 91,674.0,2018-11-13
Gasolina RON 91 pescadores,0.0,2018-11-13
Diésel para uso automotriz de 50 ppm de azufre,599.0,2018-11-13
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2018-11-13
Diésel marino,0.0,2018-11-13
Keroseno ,543.0,2018-11-13
Búnker    ,0.0,2018-11-13
Búnker Térmico ICE,0.0,2018-11-13
IFO 380   ,0.0,2018-11-13
Asfalto ,0.0,2018-11-13
Diésel pesado o gasoleo,0.0,2018-11-13
Emulsión asfáltica rápida (RR),0.0,2018-11-13
Emulsión asfáltica lenta (RL),0.0,2018-11-13
LPG (70-30),352.8491,2018-11-13
LPG (rico en propano),0.0,2018-11-13
Av-Gas          ,978.0,2018-11-13
Jet fuel A-1,609.0,2018-11-13
Nafta Pesada    ,0.0,2018-11-13
Gasolina RON 95 ,693.0,2018-11-02
Gasolina RON 91,673.0,2018-11-02
Gasolina RON 91 pescadores,0.0,2018-11-02
Diésel para uso automotriz de 50 ppm de azufre,598.0,2018-11-02
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2018-11-02
Diésel marino,0.0,2018-11-02
Keroseno ,543.0,2018-11-02
Búnker    ,0.0,2018-11-02
Búnker Térmico ICE,0.0,2018-11-02
IFO 380   ,0.0,2018-11-02
Asfalto ,0.0,2018-11-02
Diésel pesado o gasoleo,0.0,2018-11-02
Emulsión asfáltica rápida (RR),0.0,2018-11-02
Emulsión asfáltica lenta (RL),0.0,2018-11-02
LPG (70-30),352.5991,2018-11-02
LPG (rico en propano),0.0,2018-11-02
Av-Gas          ,977.0,2018-11-02
Jet fuel A-1,608.0,2018-11-02
Nafta Pesada    ,0.0,2018-11-02
Gasolina RON 95 ,680.0,2018-10-03
Gasolina RON 91,663.0,2018-10-03
Gasolina RON 91 pescadores,0.0,2018-10-03
Diésel para uso automotriz de 50 ppm de azufre,586.0,2018-10-03
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2018-10-03
Diésel marino,0.0,2018-10-03
Keroseno ,521.0,2018-10-03
Búnker    ,0.0,2018-10-03
Búnker Térmico ICE,0.0,2018-10-03
IFO 380   ,0.0,2018-10-03
Asfalto ,0.0,2018-10-03
Diésel pesado o gasoleo,0.0,2018-10-03
Emulsión asfáltica rápida (RR),0.0,2018-10-03
Emulsión asfáltica lenta (RL),0.0,2018-10-03
LPG (70-30),350.54579,2018-10-03
LPG (rico en propano),0.0,2018-10-03
Av-Gas          ,929.0,2018-10-03
Jet fuel A-1,595.0,2018-10-03
Nafta Pesada    ,0.0,2018-10-03
Gasolina RON 95 ,681.0,2018-09-03
Gasolina RON 91,663.0,2018-09-03
Gasolina RON 91 pescadores,0.0,2018-09-03
Diésel para uso automotriz de 50 ppm de azufre,565.0,2018-09-03
Diésel para uso automotriz de 50 ppm de azufre pescadores,0.0,2018-09-03
Diésel marino,0.0,2018-09-03
Keroseno ,502.0,2018-09-03
Búnker    ,0.0,2018-09-03
Búnker Térmico ICE,0.0,2018-09-03
IFO 380   ,0.0,2018-09-03
Asfalto ,0.0,2018-09-03
Diésel pesado o gasoleo,0.0,2018-09-03
Emulsión asfáltica rápida (RR),0.0,2018-09-03
Emulsión asfáltica lenta (RL),0.0,2018-09-03
